"Местное время в Караганде / Сары-Арке (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"17.05.2020 17:38";"22.0";"713.8";"759.7";"50";"Ветер, дующий с юго-запада";"6";"12";"Вблизи ливень (ливни), вблизи гроза";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"17.05.2020 17:35";"22.0";"713.8";"759.7";"53";"Ветер, дующий с юга";"4";"12";"Вблизи ливень (ливни)";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"12.0";
"17.05.2020 17:30";"22.0";"713.8";"759.7";"50";"Ветер, дующий с юго-юго-востока";"3";"";"Вблизи ливень (ливни)";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"17.05.2020 17:00";"23.0";"714.7";"760.5";"47";"Ветер, дующий с востока";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"17.05.2020 16:30";"23.0";"714.7";"760.5";"44";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"17.05.2020 16:00";"23.0";"714.7";"760.5";"44";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"17.05.2020 15:30";"24.0";"714.9";"760.5";"34";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"17.05.2020 15:00";"24.0";"714.9";"760.5";"34";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"17.05.2020 14:30";"24.0";"714.9";"760.5";"34";"Ветер, дующий с юго-юго-запада";"5";"";"Вблизи ливень (ливни)";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"17.05.2020 14:11";"24.0";"714.9";"760.5";"36";"Ветер, дующий с юго-юго-запада";"4";"";"Вблизи гроза";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"17.05.2020 14:00";"25.0";"715.0";"760.5";"34";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"17.05.2020 13:30";"25.0";"715.0";"760.5";"34";"Ветер, дующий с юга";"4";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"17.05.2020 13:00";"25.0";"715.0";"760.5";"34";"Ветер, дующий с юга";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"17.05.2020 12:30";"25.0";"715.7";"761.2";"34";"Ветер, дующий с юга";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"17.05.2020 12:00";"24.0";"715.5";"761.2";"39";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"17.05.2020 11:30";"23.0";"715.4";"761.2";"41";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"17.05.2020 11:00";"23.0";"715.4";"761.2";"38";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"17.05.2020 10:30";"23.0";"715.4";"761.2";"41";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"17.05.2020 10:00";"22.0";"715.2";"761.2";"53";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"17.05.2020 09:30";"20.0";"714.9";"761.2";"56";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"17.05.2020 09:00";"21.0";"715.8";"762.0";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"17.05.2020 08:30";"18.0";"715.4";"762.0";"73";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"17.05.2020 08:00";"16.0";"715.1";"762.0";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"17.05.2020 07:30";"14.0";"714.8";"762.0";"88";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"17.05.2020 07:00";"12.0";"714.4";"762.0";"94";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"17.05.2020 06:30";"9.0";"713.9";"762.0";"94";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"17.05.2020 06:00";"8.0";"713.8";"762.0";"93";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"17.05.2020 05:30";"6.0";"712.7";"761.2";"100";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"17.05.2020 05:00";"6.0";"712.7";"761.2";"100";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"17.05.2020 04:30";"6.0";"712.7";"761.2";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"17.05.2020 04:00";"7.0";"712.9";"761.2";"93";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"17.05.2020 03:30";"7.0";"712.9";"761.2";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"17.05.2020 03:00";"7.0";"712.9";"761.2";"93";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"17.05.2020 02:30";"9.0";"713.2";"761.2";"94";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"17.05.2020 02:00";"9.0";"713.2";"761.2";"87";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"17.05.2020 01:30";"10.0";"713.4";"761.2";"94";"Ветер, дующий с юга";"2";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"9.0";
"17.05.2020 01:00";"11.0";"713.5";"761.2";"88";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"9.0";
"17.05.2020 00:30";"11.0";"714.3";"762.0";"94";"Ветер, дующий с юго-востока";"4";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"17.05.2020 00:00";"12.0";"714.4";"762.0";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 23:30";"12.0";"714.4";"762.0";"94";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"16.05.2020 23:00";"13.0";"714.6";"762.0";"88";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"16.05.2020 22:30";"13.0";"714.6";"762.0";"88";"Ветер, дующий с востока";"2";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"16.05.2020 22:00";"13.0";"714.6";"762.0";"88";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"11.0";
"16.05.2020 21:30";"15.0";"714.2";"761.2";"82";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"12.0";
"16.05.2020 21:00";"15.0";"714.9";"762.0";"77";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) ливень (ливни), дождь, вблизи гроза";"";"Разорванная (60-90%) 1380 м, кучево-дождевые облака";"9.0";"11.0";
"16.05.2020 20:51";"15.0";"714.9";"762.0";"77";"Ветер, дующий с юга";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь, вблизи гроза";"";"Разорванная (60-90%) 1380 м, кучево-дождевые облака";"9.0";"11.0";
"16.05.2020 20:30";"17.0";"715.2";"762.0";"64";"Ветер, дующий с юго-запада";"5";"";"Гроза";"";"Разорванная (60-90%) 1350 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 20:00";"18.0";"714.6";"761.2";"60";"Ветер, дующий с западо-северо-запада";"5";"";"Гроза";"";"Рассеянная (40-50%) 1290 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 19:30";"18.0";"714.0";"760.5";"60";"Ветер, дующий с юга";"3";"";"Вблизи гроза";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 19:13";"19.0";"714.1";"760.5";"52";"Ветер, дующий с юга";"4";"";"Вблизи гроза";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"9.0";
"16.05.2020 19:00";"19.0";"714.1";"760.5";"56";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 18:30";"22.0";"714.6";"760.5";"47";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 18:00";"22.0";"714.6";"760.5";"38";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"16.05.2020 17:30";"22.0";"714.6";"760.5";"38";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"7.0";
"16.05.2020 17:00";"23.0";"715.4";"761.2";"38";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"8.0";
"16.05.2020 16:30";"22.0";"715.2";"761.2";"44";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака";"10.0 и более";"9.0";
"16.05.2020 16:00";"21.0";"715.1";"761.2";"50";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака";"10.0 и более";"10.0";
"16.05.2020 15:30";"19.0";"714.8";"761.2";"52";"Ветер, дующий с западо-северо-запада";"8";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"9.0";
"16.05.2020 15:00";"19.0";"714.8";"761.2";"64";"Ветер, дующий с западо-северо-запада";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1350 м, кучево-дождевые облака";"10.0 и более";"12.0";
"16.05.2020 14:30";"22.0";"715.2";"761.2";"44";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"9.0";
